"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Apr 09 12:04:01 EDT 2023","Sun Apr 09 12:04:13 EDT 2023","11556","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 10 00:29:56 EDT 2023","Mon Apr 10 00:30:13 EDT 2023","17330","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"passed","Tue Apr 11 20:27:56 EDT 2023","Tue Apr 11 20:28:17 EDT 2023","21389","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"broken","Sat Apr 15 12:55:19 EDT 2023","Sat Apr 15 12:55:22 EDT 2023","3075","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"broken","Wed Apr 05 22:54:49 EDT 2023","Wed Apr 05 22:54:54 EDT 2023","4946","","Sign up date","","","","Verify default state of signup form",""
"failed","Tue Apr 11 21:04:45 EDT 2023","Tue Apr 11 21:05:03 EDT 2023","18357","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 10 20:41:28 EDT 2023","Mon Apr 10 20:41:39 EDT 2023","11093","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"failed","Sun Apr 09 09:08:16 EDT 2023","Sun Apr 09 09:08:28 EDT 2023","12315","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sat Apr 15 21:10:06 EDT 2023","Sat Apr 15 21:10:31 EDT 2023","24944","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"passed","Sun Apr 09 22:11:12 EDT 2023","Sun Apr 09 22:11:25 EDT 2023","13248","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Thu Apr 13 23:41:22 EDT 2023","Thu Apr 13 23:41:36 EDT 2023","13285","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"passed","Tue Apr 11 20:31:02 EDT 2023","Tue Apr 11 20:31:30 EDT 2023","28111","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Sun Apr 09 22:07:32 EDT 2023","Sun Apr 09 22:07:45 EDT 2023","13420","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Tue Apr 11 20:45:42 EDT 2023","Tue Apr 11 20:46:18 EDT 2023","35604","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"broken","Sun Apr 09 21:24:53 EDT 2023","Sun Apr 09 21:25:03 EDT 2023","9510","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"failed","Sat Apr 08 16:18:39 EDT 2023","Sat Apr 08 16:18:54 EDT 2023","15622","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 10 16:44:05 EDT 2023","Mon Apr 10 16:44:17 EDT 2023","12332","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"failed","Sat Apr 08 16:15:36 EDT 2023","Sat Apr 08 16:15:57 EDT 2023","20589","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 09 20:57:04 EDT 2023","Sun Apr 09 20:57:11 EDT 2023","7056","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Sun Apr 09 13:57:36 EDT 2023","Sun Apr 09 13:57:48 EDT 2023","11538","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Tue Apr 11 20:34:04 EDT 2023","Tue Apr 11 20:34:46 EDT 2023","42269","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Tue Apr 11 20:00:45 EDT 2023","Tue Apr 11 20:01:00 EDT 2023","14850","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Wed Apr 05 23:19:28 EDT 2023","Wed Apr 05 23:19:34 EDT 2023","6110","","Sign up date","","","","Verify current date is selected in sign up form",""
"broken","Sun Apr 09 08:28:06 EDT 2023","Sun Apr 09 08:28:14 EDT 2023","8284","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Tue Apr 11 20:27:13 EDT 2023","Tue Apr 11 20:27:31 EDT 2023","17249","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"broken","Sun Apr 09 23:13:50 EDT 2023","Sun Apr 09 23:14:00 EDT 2023","10032","","Hotel Travlers","","","","TC-18 Verify user can update number of guests on Home page",""
"failed","Tue Apr 11 20:43:51 EDT 2023","Tue Apr 11 20:44:34 EDT 2023","42953","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"broken","Sat Apr 08 15:58:40 EDT 2023","Sat Apr 08 15:58:50 EDT 2023","10350","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 15 21:22:47 EDT 2023","Sat Apr 15 21:23:11 EDT 2023","24323","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"passed","Sat Apr 15 19:35:52 EDT 2023","Sat Apr 15 19:36:10 EDT 2023","18343","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"passed","Tue Apr 11 20:32:49 EDT 2023","Tue Apr 11 20:33:27 EDT 2023","38172","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"failed","Sun Apr 09 22:36:23 EDT 2023","Sun Apr 09 22:36:36 EDT 2023","13657","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Sat Apr 08 16:24:40 EDT 2023","Sat Apr 08 16:24:59 EDT 2023","18911","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 16 15:14:30 EDT 2023","Sun Apr 16 15:14:46 EDT 2023","16129","","Hotel Travlers","","","","TC-18 Verify user can update number of guests on Home page",""
"broken","Sat Apr 08 15:19:55 EDT 2023","Sat Apr 08 15:19:58 EDT 2023","3259","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 10 07:43:16 EDT 2023","Mon Apr 10 07:43:34 EDT 2023","18644","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Mon Apr 10 20:30:14 EDT 2023","Mon Apr 10 20:30:36 EDT 2023","22167","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"passed","Thu Apr 13 23:49:52 EDT 2023","Thu Apr 13 23:50:06 EDT 2023","14575","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"passed","Sun Apr 09 21:43:01 EDT 2023","Sun Apr 09 21:43:12 EDT 2023","11430","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Sat Apr 15 19:29:48 EDT 2023","Sat Apr 15 19:30:06 EDT 2023","18296","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"broken","Sat Apr 08 14:07:27 EDT 2023","Sat Apr 08 14:07:30 EDT 2023","3756","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Sun Apr 09 12:03:11 EDT 2023","Sun Apr 09 12:03:22 EDT 2023","11715","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 10 19:59:09 EDT 2023","Mon Apr 10 19:59:17 EDT 2023","7480","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"broken","Sat Apr 08 15:38:57 EDT 2023","Sat Apr 08 15:39:00 EDT 2023","3199","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 17 21:01:34 EDT 2023","Mon Apr 17 21:01:59 EDT 2023","25369","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"passed","Mon Apr 17 21:08:45 EDT 2023","Mon Apr 17 21:09:02 EDT 2023","16654","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 17 19:30:10 EDT 2023","Mon Apr 17 19:30:24 EDT 2023","14202","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Tue Apr 11 18:08:58 EDT 2023","Tue Apr 11 18:09:19 EDT 2023","20959","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"passed","Sun Apr 09 20:13:03 EDT 2023","Sun Apr 09 20:13:07 EDT 2023","3659","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Mon Apr 10 20:38:41 EDT 2023","Mon Apr 10 20:38:52 EDT 2023","11053","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"passed","Sat Apr 15 22:05:42 EDT 2023","Sat Apr 15 22:05:53 EDT 2023","10543","","Sign in","","","","TC-21 Verify Verification message for invalid sign in credentials",""
"passed","Sat Apr 15 21:29:33 EDT 2023","Sat Apr 15 21:29:58 EDT 2023","24719","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"broken","Sat Apr 15 18:57:49 EDT 2023","Sat Apr 15 18:58:09 EDT 2023","20011","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"broken","Mon Apr 10 20:06:19 EDT 2023","Mon Apr 10 20:06:26 EDT 2023","6793","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Sun Apr 09 22:10:34 EDT 2023","Sun Apr 09 22:10:45 EDT 2023","10897","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"failed","Sat Apr 15 21:08:48 EDT 2023","Sat Apr 15 21:09:13 EDT 2023","25774","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"broken","Sat Apr 08 16:40:31 EDT 2023","Sat Apr 08 16:40:50 EDT 2023","19436","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"failed","Sun Apr 09 13:35:39 EDT 2023","Sun Apr 09 13:35:52 EDT 2023","12540","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 15 19:34:12 EDT 2023","Sat Apr 15 19:34:30 EDT 2023","18346","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"passed","Wed Apr 05 22:54:42 EDT 2023","Wed Apr 05 22:54:50 EDT 2023","7592","","Sign up date","","","","Verify current date is selected in sign up form",""
"broken","Sat Apr 15 19:32:06 EDT 2023","Sat Apr 15 19:32:27 EDT 2023","20675","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"broken","Sun Apr 16 15:20:53 EDT 2023","Sun Apr 16 15:20:57 EDT 2023","3793","","blacklog testing on hotel.com","","","","TC-17 Verify past dates and back button on Current month's calendar is disabled",""
"passed","Sun Apr 09 20:52:53 EDT 2023","Sun Apr 09 20:53:00 EDT 2023","7106","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Tue Apr 11 20:09:21 EDT 2023","Tue Apr 11 20:09:41 EDT 2023","20524","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"failed","Sat Apr 08 16:25:06 EDT 2023","Sat Apr 08 16:25:26 EDT 2023","19621","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 09 22:57:07 EDT 2023","Sun Apr 09 22:57:14 EDT 2023","7119","","Hotel Travlers","","","","TC-18 Verify user can update number of guests on Home page",""
"failed","Sun Apr 09 22:07:03 EDT 2023","Sun Apr 09 22:07:17 EDT 2023","14229","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Mon Apr 10 17:56:11 EDT 2023","Mon Apr 10 17:56:32 EDT 2023","20972","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Tue Apr 11 17:58:14 EDT 2023","Tue Apr 11 17:58:35 EDT 2023","20703","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Sun Apr 16 15:14:07 EDT 2023","Sun Apr 16 15:14:22 EDT 2023","14698","","blacklog testing on hotel.com","","","","TC-17 Verify past dates and back button on Current month's calendar is disabled",""
"passed","Sun Apr 09 20:11:27 EDT 2023","Sun Apr 09 20:11:31 EDT 2023","3728","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Sun Apr 16 15:26:38 EDT 2023","Sun Apr 16 15:26:45 EDT 2023","7169","","blacklog testing on hotel.com","","","","TC-17 Verify past dates and back button on Current month's calendar is disabled",""
"passed","Sun Apr 09 23:30:59 EDT 2023","Sun Apr 09 23:31:13 EDT 2023","14118","","Hotel Travlers","","","","TC-18 Verify user can update number of guests on Home page",""
"broken","Sat Apr 08 15:28:03 EDT 2023","Sat Apr 08 15:28:07 EDT 2023","3554","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sat Apr 08 16:53:47 EDT 2023","Sat Apr 08 16:54:08 EDT 2023","20942","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 17 21:32:13 EDT 2023","Mon Apr 17 21:32:33 EDT 2023","19330","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Fri Apr 14 00:40:09 EDT 2023","Fri Apr 14 00:40:44 EDT 2023","34752","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"failed","Sat Apr 08 16:13:34 EDT 2023","Sat Apr 08 16:13:49 EDT 2023","14853","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 15 21:22:00 EDT 2023","Sat Apr 15 21:22:25 EDT 2023","24458","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"passed","Tue Apr 11 19:55:09 EDT 2023","Tue Apr 11 19:55:23 EDT 2023","14454","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Sun Apr 16 15:14:07 EDT 2023","Sun Apr 16 15:14:31 EDT 2023","23618","","Sign in","","","","TC-21 Verify Verification message for invalid sign in credentials",""
"broken","Mon Apr 10 17:34:44 EDT 2023","Mon Apr 10 17:35:05 EDT 2023","20999","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Mon Apr 10 18:58:03 EDT 2023","Mon Apr 10 18:58:19 EDT 2023","15851","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Tue Apr 11 20:03:39 EDT 2023","Tue Apr 11 20:03:57 EDT 2023","17449","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Wed Apr 05 23:14:43 EDT 2023","Wed Apr 05 23:14:48 EDT 2023","4964","","Sign up date","","","","Verify current date is selected in sign up form",""
"broken","Tue Apr 11 21:02:08 EDT 2023","Tue Apr 11 21:02:26 EDT 2023","17534","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 15 13:24:01 EDT 2023","Sat Apr 15 13:24:12 EDT 2023","10831","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"broken","Sat Apr 08 16:12:59 EDT 2023","Sat Apr 08 16:13:19 EDT 2023","19405","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Mon Apr 17 20:09:24 EDT 2023","Mon Apr 17 20:09:36 EDT 2023","12077","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"passed","Sat Apr 15 18:51:35 EDT 2023","Sat Apr 15 18:51:50 EDT 2023","14404","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"passed","Sat Apr 15 21:50:35 EDT 2023","Sat Apr 15 21:50:37 EDT 2023","2626","","Sign in","","","","TC-21 Verify Verification message for invalid sign in credentials",""
"passed","Mon Apr 17 20:59:23 EDT 2023","Mon Apr 17 20:59:45 EDT 2023","21859","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Tue Apr 11 19:47:05 EDT 2023","Tue Apr 11 19:47:26 EDT 2023","20507","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"broken","Mon Apr 17 20:55:41 EDT 2023","Mon Apr 17 20:55:53 EDT 2023","11544","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Sat Apr 15 22:01:05 EDT 2023","Sat Apr 15 22:01:24 EDT 2023","18521","","Sign in","","","","TC-21 Verify Verification message for invalid sign in credentials",""
"passed","Sun Apr 09 16:25:09 EDT 2023","Sun Apr 09 16:25:14 EDT 2023","5073","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Tue Apr 11 20:12:50 EDT 2023","Tue Apr 11 20:13:07 EDT 2023","16720","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"broken","Mon Apr 17 21:00:37 EDT 2023","Mon Apr 17 21:00:53 EDT 2023","16175","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"failed","Sat Apr 08 16:10:35 EDT 2023","Sat Apr 08 16:10:51 EDT 2023","16062","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Sun Apr 09 16:09:07 EDT 2023","Sun Apr 09 16:09:10 EDT 2023","2998","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Mon Apr 17 19:16:44 EDT 2023","Mon Apr 17 19:17:03 EDT 2023","19290","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Sun Apr 09 15:52:08 EDT 2023","Sun Apr 09 15:52:21 EDT 2023","12911","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 09 21:53:00 EDT 2023","Sun Apr 09 21:53:09 EDT 2023","9607","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Tue Apr 18 20:27:41 EDT 2023","Tue Apr 18 20:27:53 EDT 2023","12616","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"broken","Fri Apr 14 00:48:07 EDT 2023","Fri Apr 14 00:48:20 EDT 2023","13112","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"broken","Tue Apr 11 19:44:29 EDT 2023","Tue Apr 11 19:44:50 EDT 2023","20952","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Sat Apr 15 13:25:42 EDT 2023","Sat Apr 15 13:25:50 EDT 2023","8046","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"broken","Mon Apr 10 00:27:33 EDT 2023","Mon Apr 10 00:27:50 EDT 2023","17910","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Sun Apr 09 20:10:58 EDT 2023","Sun Apr 09 20:11:01 EDT 2023","2807","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Sun Apr 09 13:08:08 EDT 2023","Sun Apr 09 13:08:21 EDT 2023","13833","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 09 23:48:39 EDT 2023","Sun Apr 09 23:48:56 EDT 2023","17214","","Hotel Travlers","","","","TC-18 Verify user can update number of guests on Home page",""
"broken","Mon Apr 10 07:47:22 EDT 2023","Mon Apr 10 07:47:41 EDT 2023","18813","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Sat Apr 15 12:34:46 EDT 2023","Sat Apr 15 12:35:49 EDT 2023","62715","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"broken","Sun Apr 09 13:42:31 EDT 2023","Sun Apr 09 13:42:53 EDT 2023","22166","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sat Apr 08 16:28:08 EDT 2023","Sat Apr 08 16:28:27 EDT 2023","19577","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 09 22:49:32 EDT 2023","Sun Apr 09 22:49:46 EDT 2023","14040","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Sat Apr 15 12:36:03 EDT 2023","Sat Apr 15 12:36:41 EDT 2023","37810","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"passed","Sat Apr 15 22:13:42 EDT 2023","Sat Apr 15 22:13:57 EDT 2023","14946","","Sign in","","","","TC-21 Verify Verification message for invalid sign in credentials",""
"broken","Sun Apr 09 16:22:31 EDT 2023","Sun Apr 09 16:22:34 EDT 2023","3331","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Mon Apr 10 00:17:57 EDT 2023","Mon Apr 10 00:18:05 EDT 2023","7659","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"broken","Sat Apr 08 16:00:51 EDT 2023","Sat Apr 08 16:01:01 EDT 2023","10293","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 09 21:51:40 EDT 2023","Sun Apr 09 21:51:51 EDT 2023","11180","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Mon Apr 10 19:44:33 EDT 2023","Mon Apr 10 19:44:49 EDT 2023","15976","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Tue Apr 11 18:47:01 EDT 2023","Tue Apr 11 18:47:11 EDT 2023","10240","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"passed","Sun Apr 09 17:57:58 EDT 2023","Sun Apr 09 17:58:06 EDT 2023","7497","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Sat Apr 08 14:13:03 EDT 2023","Sat Apr 08 14:13:10 EDT 2023","7471","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Sun Apr 09 14:00:03 EDT 2023","Sun Apr 09 14:00:14 EDT 2023","11209","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Sun Apr 09 13:25:33 EDT 2023","Sun Apr 09 13:25:55 EDT 2023","21399","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 09 23:30:22 EDT 2023","Sun Apr 09 23:30:37 EDT 2023","15062","","Hotel Travlers","","","","TC-18 Verify user can update number of guests on Home page",""
"broken","Sat Apr 08 15:44:19 EDT 2023","Sat Apr 08 15:44:28 EDT 2023","9750","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sat Apr 15 22:15:52 EDT 2023","Sat Apr 15 22:16:06 EDT 2023","13140","","Sign in","","","","TC-21 Verify Verification message for invalid sign in credentials",""
"broken","Sun Apr 16 15:14:35 EDT 2023","Sun Apr 16 15:14:46 EDT 2023","10655","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"skipped","Sun Apr 09 22:42:28 EDT 2023","Sun Apr 09 22:42:31 EDT 2023","3028","","Hotel Travlers","","","","TC-18 Verify user can update number of guests on Home page",""
"broken","Sat Apr 15 12:57:13 EDT 2023","Sat Apr 15 12:57:16 EDT 2023","3122","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"passed","Sat Apr 08 16:54:50 EDT 2023","Sat Apr 08 16:55:09 EDT 2023","19335","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"failed","Sun Apr 09 12:35:52 EDT 2023","Sun Apr 09 12:36:03 EDT 2023","11331","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Fri Apr 14 01:01:27 EDT 2023","Fri Apr 14 01:01:57 EDT 2023","30262","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"passed","Sun Apr 09 23:21:57 EDT 2023","Sun Apr 09 23:22:08 EDT 2023","11044","","Hotel Travlers","","","","TC-18 Verify user can update number of guests on Home page",""
"passed","Sun Apr 09 20:19:48 EDT 2023","Sun Apr 09 20:19:55 EDT 2023","7661","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Sun Apr 09 14:33:35 EDT 2023","Sun Apr 09 14:33:48 EDT 2023","13232","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Sun Apr 09 23:01:46 EDT 2023","Sun Apr 09 23:01:55 EDT 2023","9110","","Hotel Travlers","","","","TC-18 Verify user can update number of guests on Home page",""
"broken","Sat Apr 08 16:48:32 EDT 2023","Sat Apr 08 16:48:48 EDT 2023","15627","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"passed","Tue Apr 11 20:36:24 EDT 2023","Tue Apr 11 20:36:35 EDT 2023","10172","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Tue Apr 11 20:08:26 EDT 2023","Tue Apr 11 20:08:43 EDT 2023","16657","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"broken","Sat Apr 08 15:39:25 EDT 2023","Sat Apr 08 15:39:30 EDT 2023","5268","","Hotels Signup","","","","Verify error message for invalid data in SignUp form",""
"broken","Tue Apr 11 20:57:39 EDT 2023","Tue Apr 11 20:57:52 EDT 2023","12731","","Hotels Signup","","","","TC-20 Verify error message for invalid data in SignUp form",""
"passed","Fri Apr 14 01:18:44 EDT 2023","Fri Apr 14 01:19:22 EDT 2023","37476","","Verify language is correct","","","","TC-31 Verify language can be changed successfully",""
"passed","Tue Apr 11 18:47:28 EDT 2023","Tue Apr 11 18:47:39 EDT 2023","10834","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"passed","Sun Apr 09 21:56:09 EDT 2023","Sun Apr 09 21:56:21 EDT 2023","11972","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Tue Apr 11 19:04:43 EDT 2023","Tue Apr 11 19:04:53 EDT 2023","10873","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"passed","Sat Apr 15 19:57:55 EDT 2023","Sat Apr 15 19:58:18 EDT 2023","22402","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"passed","Sun Apr 09 22:36:56 EDT 2023","Sun Apr 09 22:37:09 EDT 2023","13389","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Sun Apr 09 21:19:14 EDT 2023","Sun Apr 09 21:19:23 EDT 2023","9556","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Sun Apr 09 20:20:41 EDT 2023","Sun Apr 09 20:20:50 EDT 2023","9263","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"broken","Mon Apr 10 18:58:39 EDT 2023","Mon Apr 10 18:58:55 EDT 2023","15480","","Hotels Signup","","","","TC-25 Verify user can submit feedback after completing the feedback form",""
"passed","Sun Apr 09 20:18:23 EDT 2023","Sun Apr 09 20:18:30 EDT 2023","7236","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
"passed","Mon Apr 10 00:16:20 EDT 2023","Mon Apr 10 00:16:25 EDT 2023","5108","","Hotels Signup","","","","TC-24 Verify error is displayed when user submits the empty feedback form",""
"failed","Sat Apr 15 21:23:25 EDT 2023","Sat Apr 15 21:23:50 EDT 2023","24969","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"failed","Sat Apr 15 20:18:24 EDT 2023","Sat Apr 15 20:18:51 EDT 2023","27236","","List property","","","","TC-29 Verify ""List your Property"" flow",""
"failed","Sun Apr 16 16:13:17 EDT 2023","Sun Apr 16 16:13:23 EDT 2023","6426","","blacklog testing on hotel.com","","","","TC-17 Verify past dates and back button on Current month's calendar is disabled",""
"passed","Sun Apr 09 20:19:16 EDT 2023","Sun Apr 09 20:19:24 EDT 2023","8024","","Hotel Travlers","","","","TC-28 Verify Child-age dropdowns are same as number of Children selected",""
